Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771961016769,800,799,800,800,800,800,800,800,800,800,800,799,5.714285850524902,5.555555820465088,13.88888931274414,2.941176414489746,5.555555820465088,5.555555820465088,8.108107566833496,2.857142925262451,5.555555820465088,5.555555820465088,5.714285850524902,2.857142925262451,16835.18182373047,4096,387,3400,49,0,208232.67095947266,158425.76806640625,3258.452392578125,16408719360,4294963200,2615783424,237568
200,1771961016769,800,799,800,800,800,800,800,800,800,800,800,799,5.714285850524902,5.555555820465088,13.88888931274414,2.941176414489746,5.555555820465088,5.555555820465088,8.108107566833496,2.857142925262451,5.555555820465088,5.555555820465088,5.714285850524902,2.857142925262451,16835.208862304688,4096,387,3400,49,0,208233.25286865234,158426.19946289063,3258.452392578125,16408719360,4294963200,2623504384,237568
200,1771961016969,800,799,800,800,800,800,800,800,800,800,800,799,82.75862121582031,0,25,0,0,0,7.142857551574707,0,0,0,0,0,16835.407104492188,4096,387,3116,49,0,208236.68267822266,158429.01397705078,3258.452392578125,16408719360,4294963200,2780356608,237568
200,1771961017169,800,799,800,800,800,800,800,800,800,800,800,799,100,0,0,0,0,0,10,0,0,0,0,0,16835.58642578125,4096,387,3264,48,0,208239.98486328125,158431.71942138672,3258.452392578125,16408719360,4294963200,2838372352,237568
200,1771961017369,800,799,800,800,800,800,800,800,800,800,800,799,14.285715103149414,0,4.761904716491699,85.71428680419922,0,0,5.263157844543457,0,0,0,0,0,16835.74981689453,4096,387,3143,48,0,208243.49462890625,158434.65509033203,3258.452392578125,16408719360,4294963200,2866761728,237568
200,1771961017569,800,799,800,800,800,800,800,800,800,800,800,799,0,0,10.526315689086914,100,0,0,0,0,0,0,0,0,16835.9072265625,4096,387,3088,48,0,208246.9404296875,158437.5301513672,3258.452392578125,16408719360,4294963200,2886995968,237568
200,1771961017769,800,799,800,800,800,800,800,800,800,800,800,799,0,0,10,100,0,0,0,0,0,0,0,0,16836.048706054688,4096,387,3090,49,0,208250.64196777344,158440.66381835938,3258.452392578125,16408719360,4294963200,2897887232,237568
200,1771961017969,800,799,800,800,800,800,800,800,800,800,800,799,0,0,10,100,0,0,0,0,0,0,0,0,16836.217712402344,4096,387,3059,49,0,208253.96813964844,158443.4083251953,3258.452392578125,16408719360,4294963200,2914394112,237568
200,1771961018169,800,799,800,800,800,800,800,800,800,800,800,799,0,0,15.000000953674316,100,0,0,0,0,0,0,0,0,16836.369567871094,4096,387,3252,48,0,208257.71923828125,158446.58953857422,3258.452392578125,16408719360,4294963200,2925137920,237568
200,1771961018369,800,799,800,800,800,800,800,800,800,800,800,799,0,0,10,100,0,0,0,0,0,0,0,0,16836.559326171875,4096,387,3112,48,0,208260.77026367188,158449.02880859375,3258.452392578125,16408719360,4294963200,2948034560,237568
