Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772066360122,800,800,800,800,800,800,800,799,800,800,800,800,8.823529243469238,9.090909004211426,5.882352828979492,5.714285850524902,3.0303030014038086,2.941176414489746,2.941176414489746,5.714285850524902,5.882352828979492,2.941176414489746,2.941176414489746,5.714285850524902,16229.055358886719,4096,387,2933,48,0,239237.44494628906,188095.53009033203,2841.4507446289063,16408723456,4294963200,2461736960,114688
200,1772066360122,800,800,800,800,800,800,800,799,800,800,800,800,8.823529243469238,9.090909004211426,5.882352828979492,5.714285850524902,3.0303030014038086,2.941176414489746,2.941176414489746,5.714285850524902,5.882352828979492,2.941176414489746,2.941176414489746,5.714285850524902,16229.080932617188,4096,387,2933,48,0,239237.9052734375,188095.86236572266,2841.4507446289063,16408723456,4294963200,2463387648,114688
200,1772066360322,800,800,800,800,800,800,800,799,800,800,800,800,46.42856979370117,75,44.4444465637207,81.48148345947266,48.27585983276367,46.42856979370117,48.27585983276367,46.42856979370117,44.4444465637207,46.42856979370117,46.42856979370117,44.4444465637207,16229.230773925781,4096,387,3076,48,0,239245.94842529297,188103.38177490234,2841.4507446289063,16408723456,4294963200,2490806272,114688
200,1772066360522,800,800,800,800,800,800,800,799,800,800,800,800,89.47368621826172,60.000003814697266,57.142860412597656,57.894737243652344,55,55,52.6315803527832,55,66.66667175292969,57.142860412597656,57.894737243652344,60.000003814697266,16229.374267578125,4096,387,3033,48,0,239253.62579345703,188110.4907836914,2841.4507446289063,16408723456,4294963200,2498707456,114688
200,1772066360722,800,800,800,800,800,800,800,799,800,800,800,800,100,14.285715103149414,0,0,0,0,0,0,0,0,0,0,16229.530639648438,4096,387,2932,48,0,239257.12005615234,188113.43383789063,2841.4507446289063,16408723456,4294963200,2511753216,114688
200,1772066360922,800,800,800,800,800,800,800,799,800,800,800,800,100,5.263157844543457,0,0,0,0,0,0,0,0,4.761904716491699,0,16229.679016113281,4096,387,2969,48,0,239260.9246826172,188116.68963623047,2841.4507446289063,16408723456,4294963200,2531188736,114688
199,1772066361123,800,800,800,800,800,800,800,799,800,800,800,800,100,10,0,0,0,0,0,0,0,0,0,0,16229.865966796875,4096,387,2986,48,0,239264.66510009766,188119.85961914063,2841.4507446289063,16408723456,4294963200,2650755072,114688
200,1772066361323,800,800,800,800,800,800,800,799,800,800,800,800,100,10,0,0,0,0,0,0,0,0,0,0,16230.045166015625,4096,387,3116,48,0,239268.0711669922,188122.70288085938,2841.4507446289063,16408723456,4294963200,2725740544,114688
200,1772066361523,800,800,800,800,800,800,800,799,800,800,800,800,15.000000953674316,10,0,85.71428680419922,0,0,0,0,0,0,0,0,16230.225830078125,4096,387,2993,48,0,239271.2218017578,188125.29235839844,2841.4507446289063,16408723456,4294963200,2759622656,114688
200,1772066361723,800,800,800,800,800,800,800,799,800,800,800,800,0,10,0,100,0,0,0,0,0,0,0,0,16230.377502441406,4096,387,2971,48,0,239274.79296875,188128.31939697266,2841.4507446289063,16408723456,4294963200,2780389376,114688
