Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772066178355,800,1718,2416,1509,2042,2052,1234,1444,1395,1056,1665,1583,11.764705657958984,3.0303030014038086,3.0303030014038086,3.0303030014038086,5.882352828979492,5.714285850524902,5.882352828979492,2.941176414489746,3.0303030014038086,2.941176414489746,3.0303030014038086,5.882352828979492,16102.153564453125,4096,387,3098,49,0,236913.28033447266,186227.86297607422,2840.8829345703125,16408723456,4294963200,2457665536,114688
200,1772066178355,800,1718,2416,1509,2042,2052,1234,1444,1395,1056,1665,1583,11.764705657958984,3.0303030014038086,3.0303030014038086,3.0303030014038086,5.882352828979492,5.714285850524902,5.882352828979492,2.941176414489746,3.0303030014038086,2.941176414489746,3.0303030014038086,5.882352828979492,16102.177673339844,4096,387,3098,49,0,236913.71075439453,186228.1791381836,2840.8829345703125,16408723456,4294963200,2459262976,114688
200,1772066178555,800,1718,2416,1509,2042,2052,1234,1444,1395,1056,1665,1583,32.14285659790039,0,0,0,0,81.48148345947266,0,0,0,0,0,0,16102.372314453125,4096,387,3029,49,0,236917.02459716797,186230.9210205078,2840.8829345703125,16408723456,4294963200,2597953536,114688
200,1772066178755,800,1718,2416,1509,2042,2052,1234,1444,1395,1056,1665,1583,10,0,0,0,0,100,0,0,0,0,0,0,16102.550354003906,4096,387,3029,49,0,236920.24536132813,186233.58166503906,2840.8829345703125,16408723456,4294963200,2655195136,114688
200,1772066178955,800,1718,2416,1509,2042,2052,1234,1444,1395,1056,1665,1583,10,0,0,85.71428680419922,0,10,0,0,0,0,0,0,16102.713745117188,4096,387,3052,49,0,236923.71252441406,186236.48858642578,2840.8829345703125,16408723456,4294963200,2696970240,114688
200,1772066179156,800,1718,2416,1509,2042,2052,1234,1444,1395,1056,1665,1583,14.285715103149414,0,0,100,0,0,0,0,0,0,0,0,16102.869934082031,4096,387,3037,49,0,236927.08099365234,186239.29010009766,2840.8829345703125,16408723456,4294963200,2709213184,114688
200,1772066179356,800,1718,2416,1509,2042,2052,1234,1444,1395,1056,1665,1583,5.263157844543457,0,0,100,0,0,0,0,0,0,0,0,16103.011596679688,4096,387,3158,49,0,236930.7091064453,186242.36987304688,2840.8829345703125,16408723456,4294963200,2731720704,114688
200,1772066179556,800,1718,2416,1509,2042,2052,1234,1444,1395,1056,1665,1583,10,0,0,100,0,0,0,0,0,0,0,0,16103.180419921875,4096,387,3032,49,0,236934.0185546875,186245.1231689453,2840.8829345703125,16408723456,4294963200,2739974144,114688
200,1772066179756,800,1718,2416,1509,2042,2052,1234,1444,1395,1056,1665,1583,10,0,4.761904716491699,100,0,0,0,0,0,0,0,0,16103.330871582031,4096,387,3005,49,0,236937.6644897461,186248.21771240234,2840.8829345703125,16408723456,4294963200,2751422464,114688
200,1772066179956,800,1718,2416,1509,2042,2052,1234,1444,1395,1056,1665,1583,5.263157844543457,0,0,100,0,0,0,0,0,0,0,0,16103.521057128906,4096,387,3038,49,0,236940.6753540039,186250.6605834961,2840.8829345703125,16408723456,4294963200,2776457216,114688
