Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771964234347,800,800,800,800,800,800,800,800,800,800,800,799,8.571429252624512,2.857142925262451,2.857142925262451,2.857142925262451,5.555555820465088,2.857142925262451,2.857142925262451,2.941176414489746,2.941176414489746,5.714285850524902,2.857142925262451,9.090909004211426,19156.930236816406,4096,387,3384,50,0,2377.0796508789063,206328.46264648438,3272.0896606445313,16408719360,4294963200,2626322432,233472
200,1771964234347,800,800,800,800,800,800,800,800,800,800,800,799,8.571429252624512,2.857142925262451,2.857142925262451,2.857142925262451,5.555555820465088,2.857142925262451,2.857142925262451,2.941176414489746,2.941176414489746,5.714285850524902,2.857142925262451,9.090909004211426,19156.95751953125,4096,387,3384,50,0,2377.6572875976563,206328.88916015625,3272.0896606445313,16408719360,4294963200,2630582272,233472
200,1771964234547,800,800,800,800,800,800,800,800,800,800,800,799,60.000003814697266,41.379310607910156,42.85714340209961,43.33333206176758,39.28571319580078,41.379310607910156,41.379310607910156,43.33333206176758,41.379310607910156,39.28571319580078,39.28571319580078,75.86206817626953,19157.10662841797,4096,387,3224,50,0,2385.482421875,206336.17645263672,3272.0896606445313,16408719360,4294963200,2641321984,233472
200,1771964234747,800,800,800,800,800,800,800,800,800,800,800,799,68.42105102539063,68.42105102539063,66.66667175292969,68.42105102539063,70,70,70,65,66.66667175292969,70,70,100,19157.251525878906,4096,387,3326,50,0,2394.0780029296875,206344.15618896484,3272.0896606445313,16408719360,4294963200,2658893824,233472
200,1771964234947,800,800,800,800,800,800,800,800,800,800,800,799,0,0,10.526315689086914,0,0,0,0,0,0,0,0,100,19157.409118652344,4096,387,3190,50,0,2397.6605224609375,206347.13806152344,3272.0896606445313,16408719360,4294963200,2698649600,233472
200,1771964235148,800,800,800,800,800,800,800,800,800,800,800,799,0,0,14.285715103149414,0,0,0,0,0,0,0,0,100,19157.555541992188,4096,387,3257,50,0,2401.4448852539063,206350.35418701172,3272.0896606445313,16408719360,4294963200,2714890240,233472
200,1771964235348,800,800,800,800,800,800,800,800,800,800,800,799,0,0,10.526315689086914,0,0,0,0,0,0,0,0,100,19157.747192382813,4096,387,3358,50,0,2405.130126953125,206353.44598388672,3272.0896606445313,16408719360,4294963200,2835230720,233472
200,1771964235548,800,800,800,800,800,800,800,800,800,800,800,799,0,0,10,0,0,0,0,0,0,0,0,100,19157.92529296875,4096,387,3183,50,0,2408.542724609375,206356.2733154297,3272.0896606445313,16408719360,4294963200,2901258240,233472
200,1771964235748,800,800,800,800,800,800,800,800,800,800,800,799,14.285715103149414,0,0,90,0,0,0,0,0,0,0,10,19158.104064941406,4096,387,3161,50,0,2411.7373046875,206358.8793334961,3272.0896606445313,16408719360,4294963200,2942009344,233472
200,1771964235948,800,800,800,800,800,800,800,800,800,800,800,799,10.526315689086914,0,0,100,0,0,0,0,0,0,0,0,19158.253540039063,4096,387,3149,50,0,2415.5144653320313,206362.05712890625,3272.0896606445313,16408719360,4294963200,2959187968,233472
200,1771964236148,800,800,800,800,800,800,800,800,800,800,800,799,15.000000953674316,0,0,100,0,0,0,0,0,0,0,0,19158.438049316406,4096,387,3181,50,0,2418.7759399414063,206364.728515625,3272.0896606445313,16408719360,4294963200,2969305088,233472
200,1771964236348,800,800,800,800,800,800,800,800,800,800,800,799,10,0,0,100,0,0,0,0,0,0,0,0,19158.577209472656,4096,387,3310,50,0,2422.4038696289063,206367.79083251953,3272.0896606445313,16408719360,4294963200,2977558528,233472
200,1771964236548,800,800,800,800,800,800,800,800,800,800,800,799,14.285715103149414,0,0,100,0,0,0,0,0,0,0,0,19158.73114013672,4096,387,3168,50,0,2426.216064453125,206371.0015258789,3272.0896606445313,16408719360,4294963200,2994065408,233472
200,1771964236748,800,800,800,800,800,800,800,800,800,800,800,799,10.526315689086914,0,0,100,0,0,0,0,0,0,0,0,19158.933166503906,4096,387,3172,50,0,2429.2457275390625,206373.42950439453,3272.0896606445313,16408719360,4294963200,3018702848,233472
