Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772062441779,800,800,800,800,800,800,800,800,800,800,800,800,8.333333969116211,2.777777910232544,2.777777910232544,2.777777910232544,2.777777910232544,2.777777910232544,2.857142925262451,5.555555820465088,8.823529243469238,5.405405521392822,5.405405521392822,5.555555820465088,13428.908020019531,4096,387,2990,49,0,172774.24963378906,131741.63708496094,2831.8489990234375,16408723456,4294963200,2469904384,114688
200,1772062441779,800,800,800,800,800,800,800,800,800,800,800,800,8.333333969116211,2.777777910232544,2.777777910232544,2.777777910232544,2.777777910232544,2.777777910232544,2.857142925262451,5.555555820465088,8.823529243469238,5.405405521392822,5.405405521392822,5.555555820465088,13428.933410644531,4096,387,2990,49,0,172774.69873046875,131741.96423339844,2831.8489990234375,16408723456,4294963200,2471501824,114688
200,1772062441979,800,800,800,800,800,800,800,800,800,800,800,800,46.42856979370117,48.27585983276367,48.27585983276367,48.27585983276367,46.42856979370117,46.42856979370117,46.42856979370117,44.4444465637207,78.57142639160156,44.4444465637207,81.48148345947266,46.42856979370117,13429.083801269531,4096,387,3196,49,0,172782.90197753906,131749.64715576172,2831.8489990234375,16408723456,4294963200,2503745536,114688
200,1772062442179,800,800,800,800,800,800,800,800,800,800,800,800,55,52.6315803527832,55,55,55,52.6315803527832,52.6315803527832,55,55,55,100,55,13429.226257324219,4096,387,3386,49,0,172790.3589477539,131756.52337646484,2831.8489990234375,16408723456,4294963200,2511126528,114688
200,1772062442379,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,0,0,0,0,0,14.285715103149414,0,100,0,13429.382751464844,4096,387,2962,49,0,172793.93908691406,131759.52630615234,2831.8489990234375,16408723456,4294963200,2527367168,114688
200,1772062442579,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,0,0,0,0,0,10,0,100,0,13429.52880859375,4096,387,3192,49,0,172797.7442626953,131762.78094482422,2831.8489990234375,16408723456,4294963200,2544406528,114688
200,1772062442779,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,0,0,0,0,0,10,0,100,0,13429.721374511719,4096,387,3017,49,0,172801.39959716797,131765.86309814453,2831.8489990234375,16408723456,4294963200,2672201728,114688
200,1772062442980,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,0,0,0,0,0,10,0,100,0,13429.899536132813,4096,387,3050,49,0,172804.8295288086,131768.7289428711,2831.8489990234375,16408723456,4294963200,2746744832,114688
200,1772062443180,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,94.73684692382813,0,0,0,0,9.523809432983398,0,9.523809432983398,0,13430.078247070313,4096,387,3215,49,0,172808.03692626953,131771.35467529297,2831.8489990234375,16408723456,4294963200,2769633280,114688
200,1772062443380,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,0,0,0,0,5.263157844543457,0,0,0,13430.227233886719,4096,387,3070,49,0,172811.6669921875,131774.4351196289,2831.8489990234375,16408723456,4294963200,2791075840,114688
200,1772062443580,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,0,0,4.761904716491699,0,10,0,0,0,13430.412719726563,4096,387,3152,49,0,172814.81732177734,131777.02209472656,2831.8489990234375,16408723456,4294963200,2800660480,114688
200,1772062443780,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,0,0,0,0,10,0,0,0,13430.554016113281,4096,387,2912,49,0,172818.51635742188,131780.1460571289,2831.8489990234375,16408723456,4294963200,2817167360,114688
200,1772062443980,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,0,0,0,0,10,0,0,0,13430.719543457031,4096,387,3095,49,0,172822.140625,131783.21057128906,2831.8489990234375,16408723456,4294963200,2828218368,114688
200,1772062444180,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,14.285715103149414,0,0,0,0,0,0,0,13430.910583496094,4096,387,3128,49,0,172825.0594482422,131785.56866455078,2831.8489990234375,16408723456,4294963200,2881851392,114688
200,1772062444380,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,10,0,0,0,0,0,0,0,13431.05908203125,4096,387,3038,49,0,172828.75524902344,131788.7127685547,2831.8489990234375,16408723456,4294963200,2892230656,114688
200,1772062444580,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,5.263157844543457,0,0,0,0,0,0,0,13431.280029296875,4096,387,3197,49,0,172831.76513671875,131791.12225341797,2831.8489990234375,16408723456,4294963200,2898071552,114688
200,1772062444780,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,14.285715103149414,0,0,0,0,0,0,0,13431.431579589844,4096,387,3090,49,0,172834.98455810547,131793.78778076172,2831.8489990234375,16408723456,4294963200,2910052352,114688
200,1772062444981,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,5.263157844543457,0,0,0,0,0,0,0,13431.573181152344,4096,387,2947,49,0,172838.73486328125,131796.97149658203,2831.8489990234375,16408723456,4294963200,2919206912,114688
200,1772062445181,800,800,800,800,800,800,800,800,800,800,800,800,0,4.761904716491699,0,100,10,0,0,0,0,0,0,0,13431.72119140625,4096,387,3215,49,0,172842.6474609375,131800.24926757813,2831.8643798828125,16408723456,4294963200,2927988736,114688
200,1772062445381,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,95,30.000001907348633,0,0,0,0,0,0,0,13431.865966796875,4096,390,3934,49,0,172846.8594970703,131803.62939453125,2831.8643798828125,16408723456,4294963200,2961408000,114688
200,1772062445581,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,14.285715103149414,0,0,0,0,0,0,0,13432.003662109375,4096,390,3127,49,0,172850.58123779297,131806.80242919922,2831.8643798828125,16408723456,4294963200,2961940480,114688
200,1772062445781,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,10,0,0,0,0,0,0,0,13432.146118164063,4096,390,3100,49,0,172854.37432861328,131810.03546142578,2831.8762817382813,16408723456,4294963200,2965135360,114688
200,1772062445981,800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,100,5.263157844543457,0,0,0,0,0,0,0,13432.284912109375,4096,390,3066,49,0,172858.09564208984,131813.21063232422,2831.8762817382813,16408723456,4294963200,2965286912,114688
